age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Old,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Over-time,United-States,large
Young,Private,11th,Never-married,Craft-repair,Own-child,White,Male,None,None,Full-time,United-States,small
Senior,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,None,None,Over-time,Scotland,small
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Part-time,United-States,large
Middle-Aged,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,None,None,Full-time,Laos,large
Senior,Local-gov,HS-grad,Widowed,Transport-moving,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,12th,Never-married,Sales,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,Low,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Over-time,United-States,large
Middle-Aged,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Workaholic,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Part-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Part-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Part-time,United-States,large
Young,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Over-time,United-States,small
Old,Private,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Full-time,United-States,small
Senior,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Full-time,Greece,large
Young,Private,Some-college,Never-married,Sales,Own-child,Black,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Old,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,large
Young,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Over-time,United-States,large
Senior,Private,Some-college,Divorced,Sales,Unmarried,White,Female,None,None,Full-time,Italy,small
Senior,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,Low,None,Full-time,Peru,small
Middle-Aged,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,None,High,Over-time,United-States,large
Young,Private,11th,Never-married,Sales,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,Federal-gov,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,None,None,Full-time,United-States,large
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Old,Private,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,Low,None,Full-time,United-States,small
Young,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Full-time,United-States,small
Senior,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Assoc-voc,Divorced,Craft-repair,Own-child,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Young,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-inc,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,Low,None,Over-time,United-States,small
Young,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,11th,Never-married,Priv-house-serv,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,Some-college,Widowed,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,1st-4th,Never-married,Farming-fishing,Not-in-family,Other,Male,None,None,Over-time,Mexico,small
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,High,None,Over-time,Japan,large
Middle-Aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,10th,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,None,Low,Over-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,Low,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,5th-6th,Never-married,Farming-fishing,Unmarried,White,Male,None,None,Over-time,United-States,small
Young,State-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Over-time,Mexico,small
Senior,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,None,None,Over-time,Ecuador,small
Old,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,Low,None,Part-time,United-States,small
Senior,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,High,Full-time,United-States,large
Middle-Aged,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Low,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Workaholic,United-States,small
Senior,Private,Some-college,Divorced,Other-service,Own-child,White,Male,None,None,Full-time,United-States,small
Senior,State-gov,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,None,None,Part-time,United-States,small
Old,Private,Prof-school,Widowed,Prof-specialty,Unmarried,White,Female,None,None,Part-time,United-States,small
Young,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,None,None,Part-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,None,Over-time,United-States,large
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,Full-time,United-States,large
Senior,Private,HS-grad,Separated,Adm-clerical,Other-relative,White,Female,None,None,Full-time,United-States,small
Young,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,None,None,Part-time,United-States,small
Middle-Aged,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Full-time,United-States,large
Senior,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Other,Male,None,None,Full-time,Japan,large
Middle-Aged,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Masters,Never-married,Prof-specialty,Own-child,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Low,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,None,None,Full-time,Puerto-Rico,small
Young,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,Puerto-Rico,small
Young,Private,Bachelors,Never-married,Farming-fishing,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Divorced,Tech-support,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Over-time,United-States,large
Young,Private,11th,Never-married,Sales,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,High,None,Over-time,United-States,large
Young,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Young,Private,10th,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,None,High,Over-time,United-States,large
Middle-Aged,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Private,10th,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,None,None,Full-time,Philippines,small
Middle-Aged,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Over-time,United-States,large
Young,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Young,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Private,11th,Divorced,Craft-repair,Own-child,White,Female,None,None,Over-time,United-States,large
Senior,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,small
Young,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,None,None,Over-time,United-States,small
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Workaholic,United-States,small
Senior,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,12th,Never-married,Other-service,Not-in-family,Black,Female,None,None,Full-time,Trinadad&Tobago,small
Senior,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Part-time,United-States,small
Young,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,High,None,Full-time,United-States,large
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Part-time,United-States,small
Young,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Workaholic,United-States,small
Young,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Full-time,Mexico,small
Young,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,None,None,Part-time,United-States,small
Young,Private,7th-8th,Never-married,Handlers-cleaners,Other-relative,White,Male,None,None,Full-time,Mexico,small
Young,State-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Old,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Full-time,United-States,large
Middle-Aged,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Workaholic,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,10th,Separated,Sales,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,High,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,Low,None,Full-time,United-States,small
Senior,Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,None,High,Over-time,Mexico,small
Middle-Aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Female,None,None,Over-time,United-States,small
Young,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,State-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,None,None,Workaholic,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Full-time,United-States,large
Young,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,Low,Over-time,United-States,small
Old,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,None,None,Part-time,Cuba,small
Senior,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,High,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,None,None,Full-time,United-States,small
Senior,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,HS-grad,Never-married,Protective-serv,Own-child,Black,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,None,None,Over-time,United-States,small
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,High,None,Over-time,United-States,large
Young,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,Low,Part-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Full-time,United-States,small
Old,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,5th-6th,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,None,None,Part-time,Vietnam,small
Young,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,None,None,Part-time,United-States,small
Young,Private,10th,Never-married,Other-service,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,Low,Full-time,Haiti,small
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Senior,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Self-emp-inc,Prof-school,Married-civ-spouse,Transport-moving,Husband,White,Male,High,None,Over-time,United-States,large
Senior,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,High,None,Over-time,United-States,large
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,9th,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,None,None,Over-time,United-States,small
Senior,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,None,None,Full-time,Japan,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,Yugoslavia,small
Middle-Aged,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Over-time,United-States,large
